id,name,host_id,host_name,neighbourhood,postcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,availability_365
21248567,1 Bed Flat 7-min walk from Temple Meads,24353321,Adele,Windmill Hill,BS4 2BG,51.4432152254,-2.5796153555,Apartment,Entire home/apt,2,1,1,1,90,2,13,2018-11-06,1.09,91,10,8,10,10,10,9,1,97
21261949,Large 4 bedroom Victorian House w/ great location,2881687,Simon,Cotham,BS6 6DR,51.4622812585,-2.6011025915,House,Entire home/apt,7,2,4,5,175,5,4,2018-11-02,0.37,95,10,9,10,10,10,10,1,211
21263556,Single room simple and clean very small room.,130780432,Karla,Hillfields,BS16 3NU,51.4732807587,-2.5328688863,House,Private room,1,1,1,1,25,1,11,2018-02-10,0.82,100,10,10,10,10,10,10,2,262
21270743,Studio 13 at Kent House,65192629,Airbristol,Central,BS1,51.449443783,-2.5972442355,Serviced apartment,Entire home/apt,2,1,0,1,60,1,34,2018-10-22,2.77,89,9,9,10,10,10,9,54,165
21301071,Beautiful open plan  apartment Bristol City Centre,60480881,Jeff And Esme,Hotwells & Harbourside,BS1 5SP,51.4514293818,-2.5998951367,Apartment,Entire home/apt,6,1.5,3,3,160,2,7,2018-11-11,0.66,89,9,8,9,10,9,8,3,352
21320641,Down The Rabbit Hole in Montpelier Room,237360,Samantha,Ashley,City of Bristol,51.4674468335,-2.5870942362,House,Private room,2,1,1,1,35,14,15,2018-08-11,1.21,99,10,9,9,10,10,10,4,77
21323449,Nice Double Room - Great Location,22730927,Helena,Southville,BS3 1NL,51.4444751246,-2.6040327908,Apartment,Private room,2,1,1,1,35,2,68,2018-11-12,5.27,100,10,10,10,10,10,10,1,25
21333321,spacious double with additional single bed,118350901,Alison,Hotwells & Harbourside,BS3 1AX,51.4464103469,-2.6025335865,Hotel,Private room,3,1,1,1,68,1,57,2018-11-04,4.61,92,10,9,10,10,9,9,5,355
21349880,Cosy terrace house in Windmill Hill.,31706337,Matt,Southville,BS3 4LY,51.4411521732,-2.5949594666,House,Entire home/apt,2,1,1,1,45,1,3,2017-10-29,0.23,100,10,9,10,9,10,10,1,0
21359782,"Stylish, relaxing space in great central location",144387497,Liz,Cotham,BS6 5SR,51.4645757198,-2.5935668439,Apartment,Entire home/apt,4,1,2,2,60,2,35,2018-03-25,2.71,98,10,10,10,10,10,10,1,0
21387429,"Old Market, Centre, Stokes Croft all within 5 mins",129131065,Jonathan,Lawrence Hill,BS5 0SS,51.4597865454,-2.5762608567,House,Private room,2,1,1,1,25,1,33,2018-11-16,2.72,95,10,9,10,10,9,10,2,0
21406331,Bristol harbourside house in central BS1,155097413,Martin,Southville,BS1 6XQ,51.4453153752,-2.6193784137,House,Entire home/apt,8,2,3,4,125,2,79,2018-11-11,6.17,99,10,10,10,10,10,10,1,160
21411810,Bright Studio Flat -Berkeley Square Bristol Centre,22618465,Dreaming Bristol,Hotwells & Harbourside,BS8 1HP,51.455367111,-2.6052183352,Apartment,Entire home/apt,4,1,0,2,68,1,54,2018-11-13,4.24,94,10,10,10,10,10,9,12,148
21418775,"Spacious double room - Easton, Bristol",155214956,Justine,Easton,BS5 6AF,51.4617812337,-2.5632424552,Townhouse,Private room,2,2,1,1,30,1,2,2018-03-18,0.24,100,10,10,10,10,9,10,2,0
21430854,Large ensuite room in the heart of bristol,155347347,Sarah,Ashley,BS2 8TX,51.4640966066,-2.5886970361,Apartment,Private room,1,2,1,1,34,1,0,,,,,,,,,,1,0
21431303,Bright Double Room in Stylish House,53734866,Marcus,Windmill Hill,BS3 4SE,51.4416155548,-2.5818730113,Townhouse,Private room,2,1,1,1,30,1,132,2018-11-11,10.26,100,10,10,10,10,10,10,1,341
21432353,Modern and trendy 4 bed townhouse in Bristol,99072655,Ami,Clifton,BS8,51.4532995185,-2.6116416632,House,Entire home/apt,8,3,4,4,180,2,12,2018-10-21,0.99,87,9,9,10,9,10,9,3,334
21434434,Spacious 3 bed apartment in Bristol City Centre,60480881,Jeff And Esme,Hotwells & Harbourside,BS1 5TJ,51.4534452544,-2.6015127412,Apartment,Entire home/apt,6,3,3,3,160,2,18,2018-11-15,1.48,89,9,9,9,10,10,9,3,347
21448660,Cosy single bedroom,74751904,Katie,Windmill Hill,BS4 3BZ,51.4414043762,-2.5714054646,House,Private room,1,1,1,1,25,1,2,2017-11-26,0.16,100,10,10,10,10,10,10,1,0
21454678,"Georgian Townhouse, 3 Berkeley Square, Clifton",5475166,Tina,Hotwells & Harbourside,BS8 1HL,51.4546536844,-2.6051509675,Townhouse,Entire home/apt,16,7,7,8,70,1,14,2018-11-04,2.31,100,10,10,10,10,10,10,1,268
21454949,'North Street' Loft + En suite,16954524,Ross,Southville,BS3,51.4416335037,-2.613459477,Townhouse,Private room,2,1,1,1,45,1,25,2018-11-15,1.99,100,10,10,10,10,10,10,1,75
21470866,Stylish mews house in the heart of Clifton Village,9780937,Ali,Clifton,BS8,51.454068647,-2.6204851054,Townhouse,Private room,2,1,1,1,42,1,33,2018-11-11,2.62,98,10,10,10,10,10,9,1,309
21477218,Stunning Bristol Apartment - Breathtaking Views,30656993,Chris,Southville,BS3,51.4403701889,-2.6002936717,Serviced apartment,Entire home/apt,4,1.5,1,2,61,2,21,2018-10-21,1.74,90,10,9,9,10,9,9,1,111
21498046,South Bristol Hide Away !,156180296,David,Brislington East,BS4 5DP,51.433944283,-2.5372006543,Townhouse,Private room,2,1,1,1,40,2,0,,,,,,,,,,1,0
21499210,No.73,156194588,Craig,Eastville,BS5 6QF,51.4730707423,-2.5537242297,House,Private room,1,2,1,1,20,1,48,2018-11-11,3.81,98,10,10,10,10,10,10,1,345
21505368,"Double Kiss: roomy, simple houseboat in Somerset.",23698257,Paddy,Redland,BS6 6YT,51.4745298711,-2.6129341827,Boat,Entire home/apt,3,1,1,1,130,2,4,2018-10-26,2.45,90,10,7,10,10,10,9,1,39
21507261,Top notch house in pristine condition,102470278,Peter & Angela,Avonmouth & Lawrence Weston,BS9 2QW,51.4974490911,-2.6470390475,House,Entire home/apt,5,1,3,4,135,3,2,2018-10-19,0.2,20,10,6,2,8,10,2,1,365
21509593,Stylish & modern 2 bed apartment on North Street,111791047,Kenzie,Southville,BS3 2AA,51.4427761839,-2.6147204083,Apartment,Entire home/apt,4,2,2,2,89,2,81,2018-11-09,6.55,99,10,10,10,10,10,10,4,47
21514520,Oakfield Place - yourapartment,125651447,Charlie,Clifton Down,BS8 2BL,51.4603439679,-2.6125628107,Serviced apartment,Entire home/apt,6,2,2,3,109,1,22,2018-10-14,1.87,95,10,10,9,10,10,9,50,319
21514990,Very central and beautiful terraced house!,7347447,Alice,Lawrence Hill,BS5 0SU,51.4617869559,-2.5741221467,Townhouse,Entire home/apt,6,1,2,3,160,2,42,2018-11-04,3.33,97,10,9,10,10,9,10,1,60
21515974,Double room with comfortable bed,43873674,Jackie,Bishopston & Ashley Down,BS7 9DQ,51.4765217999,-2.5881354605,House,Private room,2,1,1,1,40,2,1,2018-11-04,1,100,10,10,10,10,10,10,2,84
21545200,Cosy double room in a clean apartment,90590703,Agi,Henbury & Brentry,BS10 7NH,51.5117368352,-2.6309141259,Apartment,Private room,2,1,1,1,25,7,7,2018-08-05,0.57,97,10,10,10,10,9,10,1,313
21545353,Comfortable Cosy 2  bedroom flat,39540685,Ruth,Bishopston & Ashley Down,BS7 9AN,51.4765973956,-2.5835463447,Apartment,Entire home/apt,3,1,2,2,55,20,2,2018-01-07,0.18,100,10,10,10,10,10,10,1,31
21557640,Spacious bedroom overlooking garden,146895390,Frank,Windmill Hill,BS3,51.4372540067,-2.5897577266,House,Private room,1,1.5,1,1,25,2,6,2018-06-28,0.48,100,10,10,10,10,10,10,2,45
21558913,Luxury Victorian Garden apartment sleeps 8,156764226,Mark,Horfield,BS7 0BN,51.4929218427,-2.5830277138,Apartment,Entire home/apt,8,1,2,4,120,1,16,2018-08-12,1.4,96,10,9,10,10,9,9,1,349
21570772,Ideal Accomodation Bristol Centre - Clifton 26 PAX,22618465,Dreaming Bristol,Central,BS8 1HP,51.4564766503,-2.6046603488,Apartment,Entire home/apt,16,5,5,16,500,1,9,2018-10-28,1.21,98,10,10,10,10,10,10,12,169
21575755,Gurt-Lush Open Plan House,21518397,Nick,Lawrence Hill,BS5 0JA,51.4655635786,-2.5682118782,House,Entire home/apt,4,1,1,1,68,3,1,2018-02-11,0.11,100,10,10,10,10,10,8,1,0
21580494,Tranquil top floor apartment with roof terrace.,156941550,Michaela,Stoke Bishop,BS9 1NQ,51.4731703822,-2.6300779744,Apartment,Private room,4,1,1,2,100,1,21,2018-09-30,1.76,95,10,10,10,10,10,9,1,291
21591671,10min to town/safe/comfy in Fishponds,4715571,Nadia,Eastville,BS16,51.4777039088,-2.5390406478,House,Entire home/apt,5,1.5,2,2,80,2,4,2017-11-18,0.32,,,,,,,,1,346
21607070,Bright Lovely House,8855948,Simon And Gill,St George West,BS5 8ED,51.4596935627,-2.5466513146,Townhouse,Private room,2,1,1,1,30,1,21,2018-10-31,1.83,97,10,9,10,10,9,10,1,0
21618850,"Bright light City Centre studio 
Shoppers heaven",114273031,Louise,Central,BS2,51.4592665501,-2.5845191546,Apartment,Private room,2,1,1,1,60,2,9,2018-11-12,0.77,89,9,9,9,9,10,9,5,170
21625540,"Bright, Self Contained Cabin with En-suite",31102099,Jessica,Windmill Hill,BS3 5DU,51.4373084056,-2.5783066083,Guest suite,Private room,2,1,1,1,50,2,72,2018-11-14,5.93,99,10,10,10,10,9,10,1,161
21626433,Lovely one bed flat in Clifton,145993542,Ioana,Clifton Down,BS8 2XH,51.4680595217,-2.6201642666,Apartment,Entire home/apt,2,1,1,1,70,1,14,2018-04-01,1.13,90,9,9,10,10,10,9,1,0
21633118,"Stylish, Comfortable Home with Two Double Bedrooms",5410351,Lizzie,Easton,Bs5 6he,51.4683808982,-2.5566334116,House,Entire home/apt,4,1,2,2,70,2,10,2018-11-11,0.87,100,10,10,10,10,10,10,2,0
21644394,"Flat near Bath City, Bristol Airport & Town Centre",149833890,Tara,Hartcliffe & Withywood,BS13 8BT,51.4089901979,-2.6198293165,Apartment,Private room,3,1,1,2,50,2,9,2018-08-12,0.74,98,9,10,9,10,8,9,1,90
21652821,Beautiful home in the centre of Bristol,13104378,Jon,Ashley,BS2 9LA,51.4663383908,-2.5798426993,House,Entire home/apt,7,1.5,3,4,80,2,2,2018-02-26,0.19,100,10,10,10,10,9,9,2,0
21654544,A beautiful 2 bed Victorian apartment in Cotham,6040006,Mike,Cotham,BS6 6AW,51.4652537714,-2.596222877,Apartment,Entire home/apt,3,1,2,2,55,2,27,2018-11-11,2.23,99,10,10,10,10,10,10,1,7
21665116,Comfy ensuite with park view close to city centre.,130380675,Joanne,St George West,BS5 8AQ,51.4609268716,-2.5469895623,Apartment,Private room,2,1,1,1,25,2,15,2018-10-31,2.21,89,9,9,9,9,10,10,1,55
21672041,Studio 12 at Kent House,65192629,Airbristol,Central,BS1,51.4497312096,-2.595875534,Serviced apartment,Entire home/apt,2,1,0,1,65,1,53,2018-11-05,4.37,88,10,9,10,9,10,9,54,340
21672726,Studio 15 at Kent House,65192629,Airbristol,Central,BS1,51.4498412309,-2.5973245658,Serviced apartment,Entire home/apt,2,1,0,1,60,1,24,2018-10-25,1.95,89,9,9,10,9,10,9,54,316
21673472,Superb 3 bed house Coombe Dingle SLEEPS 5,150717640,Angela,Avonmouth & Lawrence Weston,BS9 2QN,51.4965579537,-2.6466338892,Townhouse,Entire home/apt,5,1.5,3,4,139,4,0,,,,,,,,,,1,180
21675666,City centre riverside apartment,27282597,Mark,Central,BS2 0JB,51.453918389,-2.5869015246,Apartment,Entire home/apt,2,1,2,2,80,10,0,,,,,,,,,,1,0
21680387,3 Bedroom apartment with balcony,125651447,Charlie,Central,BS1 4RR,51.4530860384,-2.5918658274,Serviced apartment,Entire home/apt,8,2,3,5,90,1,24,2018-10-24,2.02,88,10,9,10,10,9,9,50,325
21689413,Beautiful Bristol home from home with iconic views,13769870,Sarah,Windmill Hill,England,51.4407715402,-2.5727156762,f,Entire home/apt,Entire home/apt,5,1,3,75,21,0,,,,,,,,,,1,0
21690492,Pleasing Sunny Loft near Central Bristol,146121838,Susie C,Southville,BS3 1NX,51.4432074899,-2.6066624503,Loft,Private room,2,1.5,1,1,26,3,22,2018-11-01,1.78,94,9,9,10,10,9,9,3,0
21709827,Trendy and close to City Centre,2109858,Evelina,Southville,BS3 1EN,51.4423932656,-2.6014566499,Apartment,Private room,1,1,1,1,29,2,2,2018-01-02,0.17,70,7,10,6,6,10,10,4,14
21727254,Beautiful large DOUBLE ROOM in friendly house,20107665,Casandra,St George West,BS5 8HG,51.4598624531,-2.5409526761,House,Private room,2,1,1,2,22,2,2,2018-08-21,0.18,80,9,7,9,8,9,9,1,0
21728002,Peaceful double bedroom in attractive Bristol home,125492218,Elizabeth,Hillfields,BS16 3LT,51.4722550985,-2.5293886405,House,Private room,1,1,1,1,20,1,37,2018-08-05,3.02,97,10,10,10,10,9,10,2,0
21733095,Lovely and quiet location,72644958,Katerina,Stoke Bishop,BS9 1RU,51.4724354672,-2.6402915493,Apartment,Private room,1,1,1,1,40,2,4,2018-10-21,1.22,95,10,10,10,10,9,10,1,90
21737135,Large dbl room in quiet house with lovely garden,24522817,Martin,Eastville,BS16 3NQ,51.4710392794,-2.5308114311,House,Private room,2,1.5,1,1,29,1,0,,,,,,,,,,3,0
21748868,Private ensuite room in popular area,69786852,Caroline,Redland,BS7 8ER,51.4740651932,-2.595958367,House,Private room,2,1,1,1,40,2,8,2018-05-07,0.66,98,10,10,10,10,10,9,1,0
21759022,Bright spacious house,12773642,Lora,St George Central,BS5 7LS,51.4608324863,-2.5367785472,House,Private room,4,1,2,2,28,1,5,2018-04-02,0.54,96,10,10,10,10,9,9,1,0
21763280,Brand new warehouse conversion flat on waterfront.,154321007,Henry,Central,BS1,51.4495780947,-2.5904660648,Apartment,Private room,2,1,1,1,55,1,34,2018-08-12,2.91,93,9,9,9,10,10,9,1,25
21778088,Beautiful home in the centre of Bristol,13104378,Jon,Ashley,BS2 9LA,51.4638459365,-2.5819041023,House,Private room,2,1,1,1,32,2,2,2018-02-17,0.21,90,10,8,10,10,8,9,2,0
21800519,Westbourne Apartments,125651447,Charlie,Clifton Down,BS8 1RY,51.4590287869,-2.6123092645,Apartment,Entire home/apt,2,1,1,1,55,2,37,2018-10-28,3.09,90,9,9,9,9,10,9,50,35
21802024,Frenchay/Stapleton clean double room close to UWE,146631425,Keith,Frome Vale,BS16 1TZ,51.4892637812,-2.5407891872,House,Private room,2,1,1,1,30,1,23,2018-11-08,1.97,98,10,10,10,10,9,10,1,54
21812925,small cosy single room----,47574840,Angela,Eastville,BS16 3DJ,51.4752638643,-2.5391425464,House,Private room,1,1,1,1,23,2,14,2018-09-30,1.17,99,10,10,10,10,10,10,1,89
21823868,Centrally located 2 double bed apartment,158978666,Quarter,Hotwells & Harbourside,BS8 4UD,51.4492913822,-2.6087666837,Apartment,Entire home/apt,4,1,2,2,67,1,35,2018-11-05,3.06,87,9,9,9,10,9,9,1,130
21829042,Inner City Living,28934373,Kerry,Ashley,BS2 9LA,51.4657397634,-2.5814858331,House,Private room,2,1,1,2,30,1,40,2018-11-14,5.91,96,10,10,10,10,9,10,1,22
21837332,Lovely Studio Flat Berkeley Square Bristol Centre,159228010,Airbnb,Central,England,51.4567176518,-2.6050593328,Apartment,Entire home/apt,4,1,0,2,74,1,19,2018-11-15,1.62,95,10,10,10,10,10,9,2,237
21845207,FunkyVan,36473704,Bego,St George West,BS5,51.4552185647,-2.5530745066,Camper/RV,Private room,2,1,1,1,26,1,19,2018-11-04,1.6,97,10,10,10,10,10,10,2,363
21850031,Light Cosy Double in Easton Home,46553449,Tomas,Lawrence Hill,BS5 6AS,51.4633701853,-2.564027179,Townhouse,Private room,2,1,1,1,27,2,10,2018-10-28,1.48,98,10,10,10,10,9,10,2,83
21872357,Cosy Victorian terrace near Temple Meads & Park,40987379,Harry,Windmill Hill,BS3 4SW,51.438391404,-2.5824658471,House,Entire home/apt,4,1,2,2,62,3,5,2018-06-04,0.46,96,10,9,10,10,10,10,2,0
21872673,Double room 3 min to Cabot Circus,151250449,Domenico,Lawrence Hill,BS2 0BZ,51.4560290407,-2.5780534017,Apartment,Private room,2,1,1,1,44,1,2,2018-02-06,0.17,70,7,8,8,9,7,9,1,0
21875622,Muller House apartment,121669394,Matt,Ashley,BS7 9JT,51.4761070951,-2.5813026341,Apartment,Private room,1,1,1,1,80,4,0,,,,,,,,,,1,364
21876754,The Dukes' Apartment.,65110933,Carmel,Ashley,BS2 9RS,51.4688975672,-2.5766231363,Apartment,Entire home/apt,6,1,2,5,90,4,11,2018-09-13,1.03,96,10,10,10,10,9,9,1,76
21878988,Large Victorian House central Bristol with parking,6788741,Max,Hotwells & Harbourside,BS8 4QG,51.4494909021,-2.6198520387,House,Entire home/apt,10,1,4,8,107,2,86,2018-11-08,7.46,95,10,10,10,10,9,9,1,286
21882049,"101 Stoke Lane, Westbury on Trym, Bristol BS9 3SN",159626669,Joan,Westbury-on-Trym & Henleaze,BS9 3SN,51.4901072575,-2.6233261826,House,Private room,1,1,1,1,30,1,2,2018-07-10,0.22,100,10,10,10,10,10,10,1,87
21882172,"Colour-filled Double Room, En Suite, South Bristol",95889260,Megan & Owen,Filwood,BS4 1QR,51.421985547,-2.5996593093,House,Private room,2,1,1,1,32,1,6,2018-04-27,0.51,100,10,10,10,10,10,10,1,45
21903149,Huge Period Redland/Clifton 2 bed flat,113759052,William,Clifton Down,BS6 6TJ,51.468514862,-2.6125083358,Apartment,Entire home/apt,6,1.5,2,2,97,2,0,,,,,,,,,,1,0
21925174,Quirky arty house in quiet Redfield,8601700,Rob,Easton,BS5 9QL,51.454236913,-2.5583403044,Townhouse,Private room,2,1,1,1,30,1,7,2018-08-31,0.75,100,10,10,10,10,9,10,1,0
21929301,room with en suite bathroom in central bristol,144717392,John,Cotham,BS6 6BP,51.4666294339,-2.5992882701,House,Private room,1,1,0,1,25,1,0,,,,,,,,,,1,0
21935169,Spacious Victorian House with Stunning Views,160079532,Cat,Ashley,BS2 9YU,51.4719828943,-2.5742301243,Townhouse,Entire home/apt,6,2.5,3,4,100,2,19,2018-10-31,1.72,96,10,9,10,10,9,9,1,150
21940281,RENT ROOM,15477036,Monica,Cotham,BS2 8LB,51.4638600051,-2.5934295843,House,Private room,2,1,1,1,25,5,0,,,,,,,,,,1,0
21941417,Modern Studio in the City Center,35021542,Kimon,Central,BS2,51.4625765868,-2.5919857723,Apartment,Entire home/apt,2,1,0,1,50,3,5,2018-09-29,0.45,96,10,10,10,10,10,10,1,0
21946975,Stylish Garden Flat in Clifton - Parking,154536863,Julie,Clifton Down,BS8 2EW,51.4601261136,-2.6144521024,Apartment,Private room,2,1,1,1,45,1,42,2018-11-09,3.72,96,10,10,10,10,10,10,1,155
21962768,Cosy double bedroom,58208888,Dominique,Hillfields,BS16 4JA,51.4765558792,-2.51666387,House,Private room,2,1,1,1,30,2,0,,,,,,,,,,1,169
22011171,Modern apartment in the heart of Bristol,88999001,Franziska,Lawrence Hill,BS2 0FS,51.4583834982,-2.577344276,Apartment,Entire home/apt,4,1,1,1,60,6,11,2018-08-25,0.98,95,10,9,10,10,10,9,1,0
22024632,Cosy double room close to Center,57745396,Damian,Ashley,BS2 8XF,51.4633752606,-2.583703647,Apartment,Private room,2,1,1,1,25,1,3,2017-12-10,0.26,73,7,8,8,9,8,8,1,0
22029296,Lovely bedroom & private bathrm in central Bristol,72498569,Ellie,Lawrence Hill,BS2 0FS,51.4569836398,-2.5789283999,Townhouse,Private room,2,1,1,1,34,1,37,2018-11-09,3.21,99,10,10,10,10,10,10,1,0
22054716,Beautiful flat for Christmas and New Year breaks,10454199,Mary,Clifton,BS8 4BG,51.4552410703,-2.6232116857,Apartment,Entire home/apt,4,2,2,2,100,3,1,2018-01-01,0.09,100,10,10,10,10,10,10,3,10
22055145,Lovely and cosy Victorian house,7477410,Betty & Andrew,Brislington West,BS4 3PF,51.4388169875,-2.5527159925,Townhouse,Entire home/apt,6,1,2,3,120,2,6,2018-09-30,0.55,93,9,10,10,10,9,9,3,98
22069952,Large room in friendly house in Southville.,20274112,Hilary,Southville,BS3 1EQ,51.4413068805,-2.6036104163,House,Private room,2,1,1,1,30,1,32,2018-11-15,3.58,99,10,10,10,10,10,10,1,152
22072971,"A modern, homely and fresh flat near North Street",121018707,Emma,Bedminster,BS3 2SX,51.4330674576,-2.6145727458,Apartment,Private room,2,1,1,1,20,1,11,2018-06-01,1.16,100,10,10,10,10,10,10,1,0
22079590,Lovely Clifton Flat - totally refurbished.,40371165,Ashley,Clifton,BS8 4PX,51.4504536541,-2.6179362165,Apartment,Entire home/apt,3,1,2,3,62,2,39,2018-11-04,3.41,94,10,9,10,10,9,9,1,169
22084020,Apartment Double Bed with en-suite - Shirehampton,161321915,Don,Avonmouth & Lawrence Weston,BS11 0DB,51.4897023233,-2.6767370243,Apartment,Private room,2,2,1,1,25,2,4,2018-03-02,0.43,100,10,10,10,10,10,10,1,320
22102830,"Lovely spacious flat, great location with parking",8636882,Christopher,Redland,BS6 7JW,51.4743603336,-2.611808149,Apartment,Entire home/apt,4,1,2,2,55,1,16,2018-03-19,1.45,100,10,10,10,10,10,10,1,0
22106458,Charming & Spacious Victorian Home With Garden,161488019,Laura,Ashley,BS6 5HT,51.4687513458,-2.5830236872,House,Entire home/apt,6,2.5,3,3,100,2,4,2018-04-15,0.43,100,10,10,10,10,10,10,1,0
22117011,Clifton Village Apartment with Parking,101463283,Susan,Clifton,BS8 4EP,51.4541255087,-2.6191879648,Apartment,Entire home/apt,3,1,2,2,93,3,4,2018-11-02,0.43,100,10,9,10,10,10,10,2,11
22154299,"Fresh, modern & spacious apartment with parking",161794208,Liam,Southville,BS3 4AP,51.4441677594,-2.5899546173,Condominium,Entire home/apt,6,2,2,2,100,1,76,2018-11-12,6.77,96,10,9,10,10,10,9,1,170
22162150,Victoria Park Rooms - Double & Rainforest shower,13625482,Celia,Windmill Hill,BS3 4QF,51.4398863721,-2.5896377775,House,Private room,2,1,1,1,28,2,33,2018-11-02,3.17,96,10,10,10,10,9,10,3,51
22185802,Entire Stylish Apartment in Heart of Bristol,22226618,Francesca,Ashley,BS2 8XF,51.4647401547,-2.5841550112,House,Entire home/apt,4,1,1,2,50,2,0,,,,,,,,,,1,0
22189232,Comfy double room in Victorian Terrace,41888401,Dan,Brislington West,BS4 4EP,51.4457274678,-2.5485502447,House,Private room,2,1,1,1,23,1,53,2018-10-21,5.02,98,10,10,10,10,9,10,1,51
22191118,Double bed room in shared house,120499853,Tim,Central,BS1 2HR,51.4553575423,-2.594763657,Townhouse,Private room,1,2,1,1,28,3,4,2018-05-14,0.39,100,10,9,10,10,10,9,1,0
22202168,Garden views and close to Gloucester Rd,6931509,Jo,Bishopston & Ashley Down,BS7 0AD,51.4880099567,-2.582398651,House,Private room,2,1.5,1,1,29,2,29,2018-09-29,2.69,97,10,10,10,9,10,10,2,85
22234063,Double room in fantastic Bristol location!,125825285,Kurt,Redland,BS6 7BT,51.4735115797,-2.5958941246,House,Private room,2,2,1,1,15,1,1,2018-01-17,0.1,,,,,,,,1,0
22237720,Comfortable 2 x double bedroom home Horfield,162497342,Nick & Hannah,Horfield,BS7 0HQ,51.4927183242,-2.5785996723,House,Entire home/apt,4,1,2,2,80,2,7,2018-03-25,0.67,94,9,10,10,10,10,9,1,83
22238632,Studio 11 at Kent House,65192629,Airbristol,Central,BS1 4PH,51.4501588603,-2.595859111,Serviced apartment,Entire home/apt,2,1,0,1,60,1,28,2018-10-10,2.84,86,9,9,10,9,10,9,54,331
22243763,"FABULOUS Flat,Central Clifton location University",44913116,Lindsay,Central,BS1 5LE,51.4567779406,-2.6029096783,Apartment,Entire home/apt,6,1,2,2,99,1,86,2018-10-30,8.04,92,10,9,10,10,10,9,3,22
22255932,"Characterful Studio Apartment 5 in Clifton,Bristol",145484295,Urban Creation,Clifton Down,BS8,51.4646963542,-2.6165162748,Apartment,Entire home/apt,2,1,0,1,59,1,36,2018-11-11,3.8,98,10,10,10,10,10,10,13,165
22256296,Contemporary Studio Apartment 11 in Clifton,145484295,Urban Creation,Clifton Down,BS8,51.4662205176,-2.6168127093,Apartment,Entire home/apt,2,1,0,1,59,1,18,2018-10-14,2.48,93,10,10,10,10,10,9,13,168
22277633,Bristol cosy home with use of amenities,162764891,Lucy,Brislington East,BS4 4AL,51.454480007,-2.5426683124,House,Private room,3,1,1,2,40,1,1,2018-02-04,0.1,100,8,10,8,10,8,10,1,45
22287010,Cosy wooden-floored 2 bed maisonette with garden,12568511,Edward,Knowle,BS4 2HT,51.4392056034,-2.5708461411,Townhouse,Private room,4,1,2,2,61,2,6,2018-06-02,0.56,100,10,10,10,10,10,10,2,7
22303274,Light & Spacious Garden Flat in Clifton - Sleeps 6,38929105,Nick & Heather,Clifton,BS8 3EW,51.4652712278,-2.6189611541,Condominium,Entire home/apt,6,2,3,4,130,2,26,2018-11-05,5.31,98,10,10,10,10,10,9,1,26
22322290,Clifton,150747384,Nigit,Clifton Down,BS8 2NQ,51.4624693802,-2.6088285994,Other,Private room,4,1,0,1,137,2,0,,,,,,,,,,2,0
22323264,Clifton bristol,150747384,Nigit,Clifton Down,BS8 2NQ,51.4632341221,-2.6093763595,Apartment,Private room,4,1,0,1,137,2,0,,,,,,,,,,2,0
22342613,Beautiful Victorian Garden Home on Gloucester Road,15012517,Sarah,Bishopston & Ashley Down,BS7 8NN,51.4766497579,-2.589960779,Apartment,Entire home/apt,4,1,2,2,85,2,12,2018-10-18,1.2,98,10,10,10,10,10,9,3,15
22382738,Spacious 3 bed city centre Bristol apartment,99072655,Ami,Central,BS1 3DT,51.4567611777,-2.5923678976,Apartment,Entire home/apt,7,1,3,4,248,1,7,2018-09-28,0.81,91,10,10,9,9,10,9,3,348
22385419,"Peaceful, comfy single bedroom with pleasant view",125492218,Elizabeth,Hillfields,BS16 3LT,51.4716423283,-2.5295608763,House,Private room,1,1,1,1,15,1,86,2018-11-17,8.09,97,10,10,10,10,9,10,2,62
22387765,Orchard Apartments - City Centre,125651447,Charlie,Central,BS1 5DX,51.4534126231,-2.6002429551,Apartment,Entire home/apt,4,1,1,2,90,2,0,,,,,,,,,,50,0
22466478,Skyline apartment over looking Bristol- Long stay,15333864,Emily,Cotham,BS6 5DA,51.4651738051,-2.5907320972,Apartment,Entire home/apt,2,2,1,1,55,4,0,,,,,,,,,,2,0
22468304,Central family friendly space for up to ten guests,14334711,Lizzy,Ashley,BS2 8UH,51.4641291465,-2.5857344103,Apartment,Entire home/apt,10,2,3,6,250,2,26,2018-09-24,2.6,95,10,10,10,10,9,10,5,314
22477747,Wonderful flat with courtyard garden,9172761,(Email hidden by Airbnb),Bishopston & Ashley Down,BS79LF,51.4836814073,-2.5879962251,Apartment,Entire home/apt,2,1,1,1,51,1,106,2018-11-10,10.29,98,10,10,10,10,10,10,1,112
22489446,higgihaus Room (#1). Cool. Stylish. Awesome Location.,164934575,Delyth & Luke,Cotham,BS6 6LJ,51.4669140854,-2.6071031264,Bed and breakfast,Private room,2,1,1,1,55,1,51,2018-11-13,4.94,99,10,10,10,10,10,10,7,180
22491338,King size room & ensuite + sofa beds for upto 5ppl,14334711,Lizzy,Ashley,BS2 8UH,51.4640145835,-2.5858548559,Apartment,Private room,5,2,1,3,60,2,46,2018-11-12,4.55,95,10,10,10,10,10,10,5,250
